@RELATION vs
@ATTRIBUTE char1 NUMERIC
@ATTRIBUTE char2 NUMERIC
@ATTRIBUTE char3 NUMERIC
@ATTRIBUTE char4 NUMERIC
@ATTRIBUTE char5 NUMERIC
@ATTRIBUTE char6 NUMERIC
@ATTRIBUTE char7 NUMERIC
@ATTRIBUTE char8 NUMERIC
@ATTRIBUTE char9 NUMERIC
@ATTRIBUTE char10 NUMERIC
@ATTRIBUTE char11 NUMERIC
@ATTRIBUTE class        {c1,c2}
@DATA
1.780793,0.007050,0.531128,0.405348,5.715670,82.549522,115.661804,147.560516,89.205322,114.555351,0.059732,c2
4.561288,0.925343,1.369480,0.488136,11.848015,70.444191,106.313995,161.895355,78.497124,141.363922,0.013953,c2
4.079758,1.080807,0.773853,0.237699,18.104523,14.373178,29.756182,80.921455,106.754379,423.246552,0.020960,c2
4.894295,2.050472,1.259601,0.089049,16.934483,5.651016,20.642338,106.412048,148.681305,322.283936,0.047409,c2
1.833778,0.730962,0.599627,0.383082,7.021450,38.388298,70.108444,139.384018,146.046799,93.307961,0.091351,c2
2.416164,0.731181,0.387761,0.108114,4.724305,5.843462,24.926458,131.400360,149.844772,225.751770,0.021390,c2
4.041957,0.339434,0.371630,0.723789,23.655647,2.572646,6.317951,24.817596,27.410517,593.831360,0.033261,c2
4.250883,1.590747,0.090429,0.228525,20.032187,16.965706,34.148457,65.439842,120.573006,380.270233,0.038128,c2
5.040695,1.530915,0.221245,0.143837,18.078154,38.366478,60.586807,142.385056,120.261238,267.986328,0.007117,c2
2.954843,0.741319,0.268542,0.335705,13.370172,49.348663,71.978050,121.357048,224.402817,178.301697,0.036247,c2
2.383947,0.569089,0.371504,0.035027,20.207325,18.192453,36.559036,70.542038,184.930191,337.302521,0.021142,c2
1.798287,0.926909,0.355944,0.627406,16.563873,127.780479,181.516647,163.500717,96.782417,112.426064,0.059137,c2
3.945858,1.367924,0.156461,0.219111,8.771248,5.173541,9.596178,74.384338,141.591537,437.990753,0.012282,c2
2.688107,0.764380,0.150952,0.035444,14.634936,20.808908,42.020267,77.379379,173.023697,349.770020,0.039746,c2
3.716702,0.527779,0.967481,0.579774,12.454137,108.692032,181.438568,152.993637,94.223976,103.571365,0.023438,c2
5.887345,2.916537,3.219131,0.629722,19.418341,115.739006,170.724609,234.044739,61.166924,110.038513,0.000000,c2
4.640791,1.670557,0.672701,0.302191,24.493847,14.770926,32.810604,80.495354,283.279510,186.297089,0.008811,c2
4.830161,2.104547,0.362794,0.096133,22.075905,9.863874,26.602669,81.258232,233.605743,311.958679,0.028544,c2
4.373182,1.785168,0.397554,0.112583,11.673262,7.809983,17.038277,69.310135,193.134460,350.728455,0.052941,c2
2.362668,0.677779,0.424180,0.088960,19.757282,33.066486,51.141319,68.139328,195.114273,315.350098,0.026095,c2
3.911044,1.628827,0.199394,0.696828,10.759377,86.096992,187.184631,210.531738,102.104195,57.884804,0.012384,c2
5.886008,2.770317,0.164667,0.148710,9.698900,33.889023,40.204475,130.809143,110.315948,251.913086,0.050157,c2
2.882897,0.847711,0.353439,0.493706,11.810205,108.570061,163.333145,175.621185,98.836266,153.671173,0.036721,c2
3.606861,1.223642,0.223948,0.060220,19.881538,27.428997,42.913425,108.122871,123.226334,371.488708,0.043631,c2
2.732964,0.562246,0.084465,0.311010,6.246999,27.159523,37.184643,78.342896,77.978676,481.576050,0.009891,c2
3.887047,0.671571,0.566672,0.361738,22.225567,8.045592,18.662712,77.885025,72.787773,449.923279,0.014436,c2
1.698171,1.141318,0.592798,0.566990,14.665998,55.267849,123.332962,286.744354,70.027641,124.798714,0.070779,c2
4.181160,1.611255,0.589264,0.354332,16.757374,8.913018,15.988256,76.526146,103.620415,453.311096,0.020000,c2
3.257847,1.314366,0.176910,0.030047,7.079345,7.766713,42.260120,132.912979,198.974808,325.034363,0.007357,c2
5.666846,2.736949,2.632000,0.259976,15.580941,52.205395,62.284279,110.728920,135.303909,193.751556,0.000000,c2
3.030857,1.072349,0.192490,0.009505,6.157118,26.755888,76.917770,108.742966,118.823639,327.255402,0.021645,c2
2.852269,0.423946,0.071869,0.188663,10.781207,27.395197,87.422562,184.338654,102.147781,275.850586,0.037701,c2
1.554872,0.721391,0.591315,0.397361,9.712397,82.693123,191.760834,168.715546,63.261936,209.710861,0.104348,c2
3.195032,1.100462,0.274322,0.014684,6.137798,47.300747,68.063591,101.529610,146.860855,325.693268,0.040656,c2
1.222234,1.161218,0.856488,0.153777,4.248748,41.824677,76.124252,91.648567,78.794380,176.406601,0.080279,c2
5.354690,2.548851,1.568753,0.470510,14.921435,106.402184,177.853439,123.090576,60.773903,134.259354,0.004773,c2
5.846340,2.791108,0.028537,0.306366,13.048687,74.337868,110.549164,106.340836,90.496384,219.150467,0.037152,c2
5.207217,2.265129,1.415627,0.075540,17.500919,8.585606,20.604282,67.598495,218.746567,322.583832,0.020173,c2
5.338743,2.098897,0.669276,0.391511,11.679059,46.480293,100.380234,174.386230,182.660400,163.234436,0.043299,c2
2.028141,0.407862,0.371958,0.263803,19.077898,10.404446,17.236294,23.298323,138.172974,460.016357,0.032277,c2
2.235738,0.798442,0.323060,0.275660,21.493259,149.921295,117.385551,75.611465,70.234306,240.047195,0.048368,c2
5.660597,2.612167,0.634361,0.614606,15.156277,128.200760,178.401688,116.643730,58.843460,122.857498,0.004535,c2
2.798510,0.672680,0.056360,0.271055,19.772465,69.699944,81.378815,93.175133,149.055908,222.575317,0.042442,c2
4.671457,1.984705,0.730569,0.249509,18.743248,13.313012,23.382050,37.876419,183.092194,373.758514,0.012132,c2
4.665674,1.834839,1.329342,0.595478,23.130030,5.846053,11.424371,16.469822,65.897865,527.570740,0.014770,c2
5.102906,2.222643,0.477844,0.456861,21.705160,7.487257,14.243724,29.461315,116.636223,473.711517,0.035971,c2
2.786750,0.378608,0.103477,0.356121,16.149565,106.452377,165.417740,102.119904,85.091316,212.481171,0.008866,c2
2.784164,0.538769,0.212052,0.108658,7.134745,74.443779,84.641983,116.958580,81.192299,336.667389,0.009471,c2
